type,start_time,end_time,confidence,content,discard,PhrasalVerb
punctuation,,,0.0,?,False,False
pronunciation,7m 9.10s,7m 9.36s,0.996,I'm,False,False
pronunciation,7m 9.37s,7m 9.60s,0.999,not,False,False
pronunciation,7m 9.61s,7m 10.29s,0.999,enjoying,False,False
pronunciation,7m 10.30s,7m 10.54s,0.998,it,False,False
pronunciation,7m 10.55s,7m 10.65s,0.997,so,False,False
pronunciation,7m 10.66s,7m 11.08s,0.999,much,False,False
pronunciation,7m 11.09s,7m 11.64s,0.998,because,False,False
pronunciation,7m 11.65s,7m 11.68s,0.999,I,False,False
pronunciation,7m 11.69s,7m 12.16s,0.999,think,False,False
pronunciation,7m 12.17s,7m 12.34s,0.996,it's,False,False
pronunciation,7m 12.35s,7m 12.36s,0.999,a,False,False
pronunciation,7m 12.37s,7m 12.78s,0.999,little,False,False
pronunciation,7m 12.79s,7m 13.44s,0.998,bit,False,False
pronunciation,7m 13.45s,7m 14.17s,0.996,cliche,False,False
punctuation,,,0.0,.,False,False
pronunciation,7m 15.31s,7m 16.34s,0.999,Do,False,False
pronunciation,7m 16.35s,7m 16.47s,0.999,you,False,False
pronunciation,7m 16.48s,7m 16.76s,0.999,have,False,False
pronunciation,7m 16.77s,7m 17.41s,0.997,any,False,False
pronunciation,7m 17.89s,7m 18.18s,0.999,to,False,False
pronunciation,7m 18.19s,7m 18.74s,0.999,recommend,False,False
pronunciation,7m 18.75s,7m 19.22s,0.998,me,False,False
punctuation,,,0.0,?,False,False
pronunciation,7m 27.78s,7m 28.01s,0.999,It,False,False
pronunciation,7m 28.02s,7m 28.83s,0.999,is,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,8m 21.81s,8m 22.25s,0.982,I've,False,False
pronunciation,8m 22.26s,8m 22.52s,0.999,heard,False,False
pronunciation,8m 22.53s,8m 22.84s,0.999,about,False,False
pronunciation,8m 22.85s,8m 23.17s,0.997,Jordan,False,False
pronunciation,8m 23.18s,8m 24.37s,0.95,Peterson,False,False
punctuation,,,0.0,.,False,False
pronunciation,8m 24.56s,8m 24.96s,0.617,He's,False,False
pronunciation,8m 24.97s,8m 25.24s,0.999,very,False,False
pronunciation,8m 25.25s,8m 25.76s,0.999,famous,False,False
pronunciation,8m 25.77s,8m 26.20s,0.999,here,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,8m 35.65s,8m 36.24s,0.987,Master,False,False
pronunciation,8m 36.25s,8m 36.48s,0.997,your,False,False
pronunciation,8m 36.49s,8m 37.32s,0.998,emotions,False,False
pronunciation,8m 37.33s,8m 37.52s,0.997,is,False,False
pronunciation,8m 37.53s,8m 38.57s,0.999,basically,False,False
pronunciation,8m 38.58s,8m 40.10s,0.999,about,False,False
pronunciation,8m 40.15s,8m 41.36s,0.998,mindfulness,False,False
punctuation,,,0.0,.,False,False
pronunciation,8m 42.29s,8m 42.56s,0.999,it,False,False
pronunciation,8m 42.57s,8m 43.00s,0.999,says,False,False
pronunciation,8m 43.01s,8m 43.20s,0.999,that,False,False
pronunciation,8m 43.21s,8m 44.19s,0.999,everything,False,False
punctuation,,,0.0,",",False,False
pronunciation,8m 45.85s,8m 46.16s,0.967,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,8m 46.17s,8m 47.20s,0.999,basically,False,False
pronunciation,8m 47.21s,8m 47.59s,0.999,all,False,False
pronunciation,8m 47.60s,8m 47.79s,0.998,your,False,False
pronunciation,8m 47.80s,8m 49.00s,0.999,emotions,False,False
pronunciation,8m 49.50s,8m 50.30s,0.999,are,False,False
pronunciation,8m 50.32s,8m 50.96s,0.994,led,False,False
pronunciation,8m 50.97s,8m 51.43s,0.917,by,False,False
punctuation,,,0.0,",",False,False
pronunciation,8m 51.44s,8m 52.41s,0.998,by,False,False
pronunciation,8m 53.47s,8m 54.37s,0.999,your,False,False
pronunciation,8m 54.38s,8m 55.42s,0.996,thoughts,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,8m 57.02s,8m 57.39s,0.999,if,False,False
pronunciation,8m 57.40s,8m 58.05s,0.999,you,False,False
pronunciation,8m 58.06s,8m 58.69s,0.999,take,False,False
pronunciation,8m 58.70s,8m 59.57s,0.999,something,False,False
pronunciation,9m 0.72s,9m 1.34s,0.997,from,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 3.91s,9m 4.80s,0.997,from,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 5.04s,9m 5.21s,0.998,yeah,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 5.22s,9m 5.69s,0.997,maybe,False,False
pronunciation,9m 5.70s,9m 6.13s,0.997,from,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 6.23s,9m 6.70s,0.998,from,False,False
pronunciation,9m 6.71s,9m 6.87s,0.998,its,False,False
pronunciation,9m 6.88s,9m 7.22s,0.999,good,False,False
pronunciation,9m 7.23s,9m 8.09s,0.943,sides,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 8.10s,9m 9.11s,0.999,you,False,False
pronunciation,9m 9.12s,9m 9.61s,0.998,will,False,False
pronunciation,9m 9.62s,9m 10.51s,0.999,have,False,False
pronunciation,9m 11.36s,9m 11.37s,0.997,a,False,False
pronunciation,9m 11.38s,9m 11.94s,0.999,better,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 12.06s,9m 12.07s,0.991,a,False,False
pronunciation,9m 12.20s,9m 13.10s,0.999,better,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 13.47s,9m 13.68s,0.999,you,False,False
pronunciation,9m 13.69s,9m 13.87s,0.998,will,False,False
pronunciation,9m 13.88s,9m 14.10s,0.999,have,False,False
pronunciation,9m 14.11s,9m 14.38s,0.999,better,False,False
pronunciation,9m 14.39s,9m 15.14s,0.997,feelings,False,False
pronunciation,9m 15.15s,9m 15.92s,0.999,related,False,False
pronunciation,9m 15.93s,9m 16.15s,0.999,to,False,False
pronunciation,9m 16.16s,9m 16.26s,0.996,the,False,False
pronunciation,9m 16.27s,9m 17.30s,0.999,situation,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 17.75s,9m 18.10s,0.997,And,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 18.11s,9m 18.12s,0.999,I,False,False
pronunciation,9m 18.13s,9m 18.62s,0.997,don't,False,False
pronunciation,9m 18.63s,9m 19.01s,0.998,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 19.02s,9m 19.73s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 20.55s,9m 20.70s,0.999,I,False,False
pronunciation,9m 20.71s,9m 21.45s,0.999,suspect,False,False
pronunciation,9m 21.46s,9m 21.73s,0.999,that,False,False
pronunciation,9m 21.74s,9m 21.89s,0.999,it,False,False
pronunciation,9m 21.90s,9m 22.27s,0.996,doesn't,False,False
pronunciation,9m 22.28s,9m 22.63s,0.999,work,False,False
pronunciation,9m 22.64s,9m 22.79s,0.999,so,False,False
pronunciation,9m 22.80s,9m 23.33s,0.999,well,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 23.34s,9m 23.54s,0.997,you,False,False
pronunciation,9m 23.55s,9m 23.65s,0.997,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 23.66s,9m 24.22s,0.999,only,False,False
pronunciation,9m 24.23s,9m 24.49s,0.999,by,False,False
pronunciation,9m 24.50s,9m 25.29s,0.999,thinking,False,False
pronunciation,9m 25.30s,9m 25.51s,0.998,that,False,False
pronunciation,9m 25.52s,9m 25.69s,0.996,it's,False,False
pronunciation,9m 25.70s,9m 25.99s,0.999,not,False,False
pronunciation,9m 26.00s,9m 26.22s,0.999,that,False,False
pronunciation,9m 26.23s,9m 27.09s,0.999,bad,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 27.34s,9m 27.59s,0.999,it,False,False
pronunciation,9m 27.60s,9m 27.93s,0.997,won't,False,False
pronunciation,9m 27.94s,9m 28.14s,0.999,be,False,False
pronunciation,9m 28.15s,9m 28.77s,0.999,bad,False,False
pronunciation,9m 28.78s,9m 29.37s,0.999,because,False,False
pronunciation,9m 29.38s,9m 29.54s,0.997,some,False,False
pronunciation,9m 29.55s,9m 29.88s,0.999,people,False,False
pronunciation,9m 29.89s,9m 30.64s,0.997,pass,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 31.35s,9m 31.84s,0.99,Mhm,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 35.81s,9m 36.39s,0.989,Mhm,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 37.77s,9m 38.42s,0.999,Very,False,False
pronunciation,9m 38.43s,9m 39.23s,0.997,optimist,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 39.83s,9m 40.18s,0.996,And,False,False
pronunciation,9m 40.19s,9m 40.35s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,9m 40.36s,9m 40.62s,0.998,but,False,False
pronunciation,9m 40.63s,9m 40.64s,0.999,I,False,False
pronunciation,9m 40.65s,9m 40.93s,0.999,think,False,False
pronunciation,9m 40.94s,9m 41.05s,0.997,that,False,False
pronunciation,9m 41.06s,9m 41.24s,0.999,some,False,False
pronunciation,9m 41.25s,9m 41.53s,0.999,people,False,False
pronunciation,9m 42.26s,9m 42.74s,0.999,really,False,False
pronunciation,9m 42.75s,9m 43.09s,0.999,tough,False,False
pronunciation,9m 43.10s,9m 44.25s,0.999,situations,False,False
pronunciation,9m 44.26s,9m 44.82s,0.977,and,False,False
pronunciation,9m 45.70s,9m 45.96s,0.993,their,False,False
pronunciation,9m 45.97s,9m 47.03s,0.999,solution,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 47.58s,9m 47.88s,0.996,It's,False,False
pronunciation,9m 47.89s,9m 48.32s,0.999,not,False,False
pronunciation,9m 48.33s,9m 49.00s,0.999,only,False,False
pronunciation,9m 49.01s,9m 49.96s,0.999,thinking,False,False
pronunciation,9m 49.97s,9m 50.59s,0.999,that,False,False
pronunciation,9m 51.23s,9m 51.48s,0.996,it's,False,False
pronunciation,9m 51.49s,9m 51.73s,0.999,not,False,False
pronunciation,9m 51.74s,9m 51.93s,0.999,that,False,False
pronunciation,9m 51.94s,9m 52.73s,0.999,bad,False,False
punctuation,,,0.0,.,False,False
pronunciation,9m 54.53s,9m 54.87s,0.999,people,False,False
pronunciation,9m 54.88s,9m 55.25s,0.999,need,False,False
pronunciation,9m 55.26s,9m 56.49s,0.989,medicines,False,False
pronunciation,9m 56.50s,9m 57.44s,0.998,to,False,False
pronunciation,9m 57.67s,9m 59.21s,0.999,recover,False,False
pronunciation,9m 59.22s,9m 59.45s,0.981,and,False,False
pronunciation,9m 59.47s,10m 0.72s,0.792,etcetera,False,False
punctuation,,,0.0,.,False,False
pronunciation,10m 1.12s,10m 1.31s,0.996,I'm,False,False
pronunciation,10m 1.32s,10m 1.33s,0.999,a,False,False
pronunciation,10m 1.34s,10m 1.77s,0.999,little,False,False
pronunciation,10m 1.78s,10m 2.25s,0.998,bit,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 3.41s,10m 4.19s,0.996,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 6.76s,10m 6.94s,0.83,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 6.95s,10m 7.02s,0.999,I,False,False
pronunciation,10m 7.03s,10m 7.52s,0.998,don't,False,False
pronunciation,10m 7.53s,10m 7.58s,0.999,know,False,False
pronunciation,10m 7.59s,10m 7.74s,0.999,the,False,False
pronunciation,10m 7.75s,10m 8.38s,0.999,word,False,False
pronunciation,10m 9.25s,10m 10.12s,0.999,but,False,False
pronunciation,10m 11.29s,10m 11.31s,0.999,I,False,False
pronunciation,10m 11.32s,10m 11.69s,0.996,don't,False,False
pronunciation,10m 11.70s,10m 11.87s,0.997,know,False,False
pronunciation,10m 11.88s,10m 12.00s,0.998,the,False,False
pronunciation,10m 12.01s,10m 12.59s,0.998,word,False,False
pronunciation,10m 12.60s,10m 12.75s,0.997,but,False,False
pronunciation,10m 12.76s,10m 13.01s,0.996,that's,False,False
pronunciation,10m 13.02s,10m 13.69s,0.999,ok,False,False
punctuation,,,0.0,.,False,False
pronunciation,10m 13.70s,10m 14.38s,0.97,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 22.98s,10m 23.14s,0.996,uh,False,False
pronunciation,10m 23.15s,10m 23.64s,0.379,huh,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 43.00s,10m 43.26s,0.999,for,False,False
pronunciation,10m 43.27s,10m 43.86s,0.999,sure,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,10m 50.56s,10m 50.78s,0.995,No,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 50.79s,10m 50.80s,0.995,I,False,False
pronunciation,10m 50.81s,10m 51.41s,0.997,totally,False,False
pronunciation,10m 51.42s,10m 51.93s,0.999,agree,False,False
pronunciation,10m 51.94s,10m 52.41s,0.999,with,False,False
pronunciation,10m 52.42s,10m 52.73s,0.999,you,False,False
punctuation,,,0.0,.,False,False
pronunciation,10m 53.16s,10m 53.17s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,10m 53.18s,10m 54.37s,0.997,I,False,False
pronunciation,10m 54.38s,10m 55.44s,0.999,believe,False,False
pronunciation,10m 55.45s,10m 55.93s,0.999,that,False,False
pronunciation,10m 57.02s,10m 57.59s,0.999,within,False,False
pronunciation,10m 57.60s,10m 57.62s,0.659,the,False,False
pronunciation,10m 57.63s,10m 58.27s,0.999,limit,False,False
pronunciation,10m 58.79s,10m 59.19s,0.999,we,False,False
pronunciation,10m 59.20s,10m 59.49s,0.999,can,False,False
pronunciation,10m 59.50s,11m 0.65s,0.999,control,False,False
pronunciation,11m 0.66s,11m 0.93s,0.999,our,False,False
pronunciation,11m 0.94s,11m 1.79s,0.999,emotions,False,False
pronunciation,11m 1.80s,11m 1.93s,0.904,in,False,False
pronunciation,11m 1.94s,11m 2.05s,0.999,the,False,False
pronunciation,11m 2.06s,11m 2.29s,0.999,way,False,False
pronunciation,11m 2.30s,11m 2.44s,0.997,that,False,False
pronunciation,11m 2.45s,11m 2.62s,0.999,we,False,False
pronunciation,11m 2.63s,11m 2.94s,0.999,see,False,False
pronunciation,11m 2.95s,11m 3.83s,0.999,things,False,False
pronunciation,11m 3.91s,11m 4.09s,0.999,in,False,False
pronunciation,11m 4.10s,11m 4.23s,0.999,our,False,False
pronunciation,11m 4.24s,11m 4.96s,0.996,life,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 6.24s,11m 6.44s,0.999,I,False,False
pronunciation,11m 6.45s,11m 6.98s,0.999,believe,False,False
pronunciation,11m 6.99s,11m 7.18s,0.999,that,False,False
pronunciation,11m 7.19s,11m 7.30s,0.999,of,False,False
pronunciation,11m 7.31s,11m 7.70s,0.999,course,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 7.71s,11m 8.08s,0.999,if,False,False
pronunciation,11m 8.09s,11m 8.81s,0.999,you,False,False
pronunciation,11m 9.24s,11m 9.69s,0.999,only,False,False
pronunciation,11m 9.70s,11m 9.94s,0.999,see,False,False
pronunciation,11m 9.95s,11m 10.10s,0.998,your,False,False
pronunciation,11m 10.11s,11m 10.69s,0.999,problems,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 10.70s,11m 10.88s,0.998,if,False,False
pronunciation,11m 10.89s,11m 11.27s,0.999,all,False,False
pronunciation,11m 11.28s,11m 11.42s,0.999,you,False,False
pronunciation,11m 11.43s,11m 11.65s,0.999,can,False,False
pronunciation,11m 11.66s,11m 12.37s,0.999,see,False,False
pronunciation,11m 12.51s,11m 12.98s,0.999,is,False,False
pronunciation,11m 12.99s,11m 13.32s,0.999,your,False,False
pronunciation,11m 13.33s,11m 14.41s,0.999,problems,False,False
pronunciation,11m 14.42s,11m 14.78s,0.867,and,False,False
pronunciation,11m 14.79s,11m 15.50s,0.999,how,False,False
pronunciation,11m 15.51s,11m 16.50s,0.999,terrible,False,False
pronunciation,11m 16.51s,11m 16.90s,0.999,your,False,False
pronunciation,11m 16.91s,11m 17.46s,0.999,life,False,False
pronunciation,11m 17.47s,11m 18.12s,0.999,is,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 19.06s,11m 19.30s,0.999,you,False,False
pronunciation,11m 19.31s,11m 19.51s,0.996,won't,False,False
pronunciation,11m 19.52s,11m 19.62s,0.999,be,False,False
pronunciation,11m 19.63s,11m 20.24s,0.999,happy,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 20.65s,11m 20.85s,0.981,You,False,False
pronunciation,11m 20.86s,11m 21.36s,0.895,will,False,False
pronunciation,11m 21.37s,11m 21.84s,0.999,never,False,False
pronunciation,11m 21.85s,11m 21.96s,0.999,be,False,False
pronunciation,11m 21.97s,11m 22.47s,0.999,happy,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 22.48s,11m 22.69s,0.996,And,False,False
pronunciation,11m 22.70s,11m 22.72s,0.999,I,False,False
pronunciation,11m 22.73s,11m 23.10s,0.999,take,False,False
pronunciation,11m 23.11s,11m 23.26s,0.999,my,False,False
pronunciation,11m 23.27s,11m 23.67s,0.972,grandma,False,False
pronunciation,11m 23.68s,11m 24.01s,0.999,as,False,False
pronunciation,11m 24.02s,11m 24.09s,0.999,an,False,False
pronunciation,11m 24.10s,11m 24.72s,0.999,example,False,False
pronunciation,11m 24.73s,11m 25.73s,0.999,because,False,False
pronunciation,11m 25.91s,11m 25.93s,0.563,it,False,False
pronunciation,11m 26.00s,11m 26.48s,0.996,doesn't,False,False
pronunciation,11m 26.49s,11m 27.15s,0.999,matter,False,False
pronunciation,11m 27.16s,11m 27.41s,0.999,what,False,False
pronunciation,11m 27.42s,11m 27.92s,0.998,happens,False,False
pronunciation,11m 27.93s,11m 28.16s,0.999,to,False,False
pronunciation,11m 28.17s,11m 28.82s,0.999,her,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 29.10s,11m 29.96s,0.999,she,False,False
pronunciation,11m 29.97s,11m 30.84s,0.999,always,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 31.59s,11m 31.89s,0.999,she,False,False
pronunciation,11m 31.90s,11m 32.09s,0.999,can,False,False
pronunciation,11m 32.10s,11m 32.69s,0.999,always,False,False
pronunciation,11m 32.70s,11m 33.80s,0.997,see,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 33.97s,11m 34.37s,0.998,she,False,False
pronunciation,11m 34.38s,11m 34.49s,0.998,can,False,False
pronunciation,11m 34.50s,11m 34.88s,0.999,always,False,False
pronunciation,11m 34.89s,11m 36.33s,0.997,extract,False,False
pronunciation,11m 36.52s,11m 37.21s,0.999,something,False,False
pronunciation,11m 37.22s,11m 37.61s,0.999,good,False,False
pronunciation,11m 37.62s,11m 38.04s,0.999,from,False,False
pronunciation,11m 38.05s,11m 38.46s,0.999,it,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 38.73s,11m 38.74s,0.997,A,False,False
pronunciation,11m 38.77s,11m 39.81s,0.997,lesson,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 40.53s,11m 41.07s,0.997,That's,False,False
pronunciation,11m 41.08s,11m 41.68s,0.999,great,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 41.69s,11m 41.87s,0.996,And,False,False
pronunciation,11m 41.88s,11m 41.91s,0.604,then,False,False
pronunciation,11m 41.92s,11m 42.64s,0.997,she,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 42.65s,11m 43.02s,0.998,she,False,False
pronunciation,11m 43.03s,11m 43.31s,0.999,looks,False,False
pronunciation,11m 43.32s,11m 44.11s,0.999,happy,False,False
pronunciation,11m 44.36s,11m 44.67s,0.999,all,False,False
pronunciation,11m 44.68s,11m 44.78s,0.997,the,False,False
pronunciation,11m 44.79s,11m 45.27s,0.999,time,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 47.01s,11m 47.24s,0.996,I'm,False,False
pronunciation,11m 47.25s,11m 47.52s,0.999,sorry,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 47.53s,11m 47.55s,0.987,My,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 47.56s,11m 48.05s,0.997,my,False,False
pronunciation,11m 48.06s,11m 48.98s,0.998,battery,False,False
pronunciation,11m 49.02s,11m 49.83s,0.999,is,False,False
pronunciation,11m 50.00s,11m 50.42s,0.996,just,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 50.43s,11m 50.72s,0.997,just,False,False
pronunciation,11m 50.73s,11m 50.99s,0.955,like,False,False
pronunciation,11m 51.00s,11m 51.01s,0.996,a,False,False
pronunciation,11m 51.02s,11m 51.38s,0.996,sec,False,False
punctuation,,,0.0,.,False,False
pronunciation,11m 51.39s,11m 51.70s,0.997,Let,False,False
pronunciation,11m 51.71s,11m 51.86s,0.997,me,False,False
pronunciation,11m 51.87s,11m 52.49s,0.999,connect,False,False
pronunciation,11m 52.50s,11m 53.18s,0.997,here,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,11m 59.64s,11m 59.78s,0.98,but,False,False
pronunciation,11m 59.79s,12m 0.20s,0.998,maybe,False,False
pronunciation,12m 0.21s,12m 0.73s,0.999,because,False,False
pronunciation,12m 0.74s,12m 0.88s,0.999,I,False,False
pronunciation,12m 0.89s,12m 1.43s,0.995,struggle,False,False
pronunciation,12m 1.44s,12m 1.73s,0.999,to,False,False
pronunciation,12m 1.94s,12m 2.67s,0.999,control,False,False
pronunciation,12m 2.68s,12m 2.89s,0.999,my,False,False
pronunciation,12m 2.90s,12m 3.87s,0.997,emotions,False,False
punctuation,,,0.0,",",False,False
pronunciation,12m 4.03s,12m 4.61s,0.998,maybe,False,False
pronunciation,12m 4.62s,12m 5.01s,0.996,that's,False,False
pronunciation,12m 5.02s,12m 5.73s,0.999,why,False,False
pronunciation,12m 5.74s,12m 7.28s,0.999,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,12m 8.08s,12m 8.13s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,12m 8.15s,12m 8.38s,0.997,I,False,False
pronunciation,12m 8.39s,12m 9.08s,0.999,have,False,False
pronunciation,12m 9.09s,12m 10.23s,0.999,this,False,False
